Year,Name,YearName,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Pick,Round
2014,James White,2014James White,Wisconsin,RB,69.13,204,8.25,29.25,,4.57,23,32,113,4.2,7.05,11.76,130,4
2014,James Wilder,2014James Wilder,Florida State,RB,74.63,232,9.75,32,,4.86,18,35,121,4.24,6.92,12.03,#N/A,#N/A
2014,Andre Williams,2014Andre Williams,Boston College,RB,71.38,230,,,,4.56,,38,128,4.06,7.27,,113,4
2014,Damien Williams,2014Damien Williams,Oklahoma,RB,71,222,9.13,30.63,,4.45,16,35.5,121,4.25,7.37,11.76,#N/A,#N/A
2014,Avery Williamson,2014Avery Williamson,Kentucky,ILB,73,246,9.5,32.75,,4.66,25,30.5,120,4.07,7.11,,151,5
2014,Albert Wilson,2014Albert Wilson,Georgia State,WR,69,202,9.13,30.38,,4.43,10,37.5,123,4.21,7,,#N/A,#N/A
2014,Kerry Wynn,2014Kerry Wynn,Richmond (VA),DE,77,266,9.13,31.75,,4.97,31,34,113,,7.11,,#N/A,#N/A
2014,David Yankey,2014David Yankey,Stanford,OG,78,315,9.5,34,,5.48,22,28.5,102,4.86,7.81,,145,5
2014,Jordan Zumwalt,2014Jordan Zumwalt,UCLA,OLB,76,235,8.75,31.25,,4.76,,33,115,4.25,6.99,,192,6
2013,Oday Aboushi,2013Oday Aboushi,Virginia,OT,77.38,308,10.63,33.78,,5.45,17,23.5,100,4.84,7.92,,141,5
2013,Johnny Adams,2013Johnny Adams,Michigan State,CB,70.25,185,8,31.28,,4.48,16,,,,,,#N/A,#N/A
2013,Robert Alford,2013Robert Alford,Southeast Louisiana,CB,70.13,188,9.5,32.08,,4.39,17,40,132,4.23,6.89,,60,2
2013,Zach Allen,2013Zach Allen,North Carolina State,OG,73.75,332,9.88,33.48,,5.43,32,,,,,,#N/A,#N/A
2013,David Amerson,2013David Amerson,North Carolina State,CB,73,205,10.5,32.58,,4.44,15,35.5,127,,,,51,2
2013,C.J. Anderson,2013C.J. Anderson,California,RB,68.13,224,9.08,30,,4.6,17,32,119,4.12,7.15,,#N/A,#N/A
2013,Ezekial Ansah,2013Ezekial Ansah,Brigham Young,DE,77.25,271,,35.18,,4.63,21,34.5,118,4.26,7.11,,#N/A,#N/A
2013,Marc Anthony,2013Marc Anthony,California,CB,71.38,196,9,32.18,,4.63,12,35,118,4.07,6.74,,247,7
2013,Terron Armstead,2013Terron Armstead,Arkansas-Pine Bluff,OT,76.75,306,9.25,34.08,27,4.71,31,34.5,112,4.72,7.62,,75,3
2013,Tavon Austin,2013Tavon Austin,West Virginia,WR,68.5,174,9.18,30.08,7,4.34,14,32,120,4.01,,,8,1
2013,Jeff Baca,2013Jeff Baca,UCLA,OG,75.38,302,9.75,34.28,34,5.03,,26.5,,4.44,7.26,,196,6
2013,Alvin Bailey,2013Alvin Bailey,Arkansas,OG,75.13,312,9.38,34.68,,4.95,27,,,,,,#N/A,#N/A
2013,Stedman Bailey,2013Stedman Bailey,West Virginia,WR,70.25,193,9.78,32.68,,4.52,11,34.5,117,4.09,6.81,,92,3
2013,David Bakhtiari,2013David Bakhtiari,Colorado,OT,76.25,299,9.5,34.08,,5.18,28,25.5,101,4.74,7.7,,109,4
2013,Montee Ball,2013Montee Ball,Wisconsin,RB,70.5,214,9.08,32.63,,4.66,15,32,118,4.4,6.88,,58,2
2013,Johnthan Banks,2013Johnthan Banks,Mississippi State,CB,74,185,9.25,33.78,,4.61,10,34,125,4.27,6.97,,43,2
2013,Chris Barker,2013Chris Barker,Nevada,OG,74.63,305,9.38,33.08,,5.25,29,27.5,99,4.77,8.09,,#N/A,#N/A
2013,Matt Barkley,2013Matt Barkley,Southern California,QB,74,230,10.08,30.63,30,4.91,,,,,,,98,4
2013,Kenjon Barner,2013Kenjon Barner,Oregon,RB,69.25,196,9.18,29.63,,4.52,20,35.5,122,4.2,6.87,11.33,182,6
2013,T.J. Barnes,2013T.J. Barnes,Georgia Tech,DT,78.25,369,10.75,34.78,,5.3,25,22,97,4.96,8.26,,#N/A,#N/A
2013,Sam Barrington,2013Sam Barrington,South Florida,ILB,72.88,246,10.25,32.28,,4.91,22,32.5,117,,,,232,7
2013,David Bass,2013David Bass,Missouri Western,DE,75.88,262,10.5,33.48,,4.84,20,30.5,111,4.33,7.07,,233,7
2013,Steve Beauharnais,2013Steve Beauharnais,Rutgers,ILB,72.88,240,9.13,32.68,,4.84,19,33,118,4.2,6.99,11.95,235,7
2013,Nick Becton,2013Nick Becton,Virginia Tech,OT,77.25,323,9,35.48,,5.2,19,29.5,109,4.57,7.77,,#N/A,#N/A
2013,Le'Veon Bell,2013Le'Veon Bell,Michigan State,RB,73.38,230,9.58,,,4.6,24,31.5,118,4.24,6.75,,48,2
2013,Giovani Bernard,2013Giovani Bernard,North Carolina,RB,68.38,202,9.38,28,25,4.53,19,33.5,122,4.12,6.91,11.41,37,2
2013,Tommy Bohanon,2013Tommy Bohanon,Wake Forest,FB,73,246,10.08,30.13,,4.88,36,35,119,4.42,7.27,11.94,215,7
2013,Travis Bond,2013Travis Bond,North Carolina,OG,77.88,329,9.63,35.48,,5.27,22,22.5,98,4.96,7.85,,214,7
2013,Alan Bonner,2013Alan Bonner,Jacksonville State (AL),WR,70.25,193,9.38,30.28,,4.59,14,33,117,4.15,,,195,6
2013,Zach Boren,2013Zach Boren,Ohio State,FB,71.5,238,10.08,31.5,,5,15,32,109,4.44,7.28,12.12,#N/A,#N/A
2013,Jon Bostic,2013Jon Bostic,Florida,ILB,72.88,245,9.63,33.08,23,4.61,22,32.5,118,4.24,6.99,,#N/A,#N/A
2013,Josh Boyce,2013Josh Boyce,Texas Christian,WR,71.13,206,9.28,31.28,,4.38,22,34,131,4.1,6.68,11.26,102,4
2013,Josh Boyd,2013Josh Boyd,Mississippi State,DT,74.63,310,9.25,32.08,,5.14,32,26.5,104,4.64,7.16,,167,5
2013,John Boyett,2013John Boyett,Oregon,FS,69.88,204,8.5,30.48,,4.64,27,,,,,,192,6
2013,Tyler Bray,2013Tyler Bray,Tennessee,QB,78.13,232,9.28,33,24,5.05,,,100,4.51,7.2,,#N/A,#N/A
2013,Dylan Breeding,2013Dylan Breeding,Arkansas,P,73.25,213,8.88,31,,4.74,11,29,110,,,,#N/A,#N/A
2013,Arthur Brown,2013Arthur Brown,Kansas State,OLB,72.38,241,10,32.48,20,4.62,,,116,,,,56,2
2013,Braden Brown,2013Braden Brown,Brigham Young,OT,77.38,310,10.25,34.28,,5.2,26,28,100,4.7,7.43,,#N/A,#N/A
2013,Armonty Bryant,2013Armonty Bryant,East Central (OK),DE,75.88,263,9.75,35.68,,4.86,,31.5,118,5,7.32,,217,7
2013,Michael Buchanan,2013Michael Buchanan,Illinois,DE,77.38,255,9.88,34.08,,4.78,22,33,113,4.44,6.91,,226,7
2013,Rex Burkhead,2013Rex Burkhead,Nebraska,RB,70.25,214,9.68,30.88,,4.73,21,39,125,4.09,6.85,11.51,190,6
2013,Adrian Bushell,2013Adrian Bushell,Louisville,CB,69.38,186,9.25,32.08,,4.58,17,33,116,4.25,6.92,,#N/A,#N/A
2013,Colby Cameron,2013Colby Cameron,Louisiana Tech,QB,74.13,212,9.08,32,,4.78,,30.5,112,4.28,6.98,,#N/A,#N/A
2013,Cornellius Carradine,2013Cornellius Carradine,Florida State,DE,76.13,276,10.25,34.75,,4.75,28,,,,,,#N/A,#N/A
2013,Braxston Cave,2013Braxston Cave,Notre Dame,C,75.25,303,9.38,32.08,,5.33,,25.5,98,4.71,7.81,,#N/A,#N/A
2013,Emmett Cleary,2013Emmett Cleary,Boston College,OT,78.88,316,9.75,34.28,,5.21,24,28.5,108,4.7,7.81,,#N/A,#N/A
2013,Jamie Collins,2013Jamie Collins,Southern Mississippi,OLB,75.5,250,9.75,33.68,17,4.64,19,41.5,139,4.32,7.1,11.55,52,2
2013,Sanders Commings,2013Sanders Commings,Georgia,CB,72.13,216,8.88,32.08,22,4.41,,34.5,117,4.3,7.1,,134,5
2013,Jonathan Cooper,2013Jonathan Cooper,North Carolina,OG,74.13,311,10.25,33.08,34,5.07,35,27,108,4.84,7.78,,7,1
2013,Justice Cunningham,2013Justice Cunningham,South Carolina,TE,74.63,258,10.08,33.78,,4.94,,31.5,116,4.45,7.12,11.88,254,7
2013,Johnathan Cyprien,2013Johnathan Cyprien,Florida International,SS,72.25,217,,31.68,,4.56,,38.5,,,,,#N/A,#N/A
2013,Knile Davis,2013Knile Davis,Arkansas,RB,71.38,227,8.58,29.75,,4.37,31,33.5,121,4.38,6.96,,96,3
2013,Marcus Davis,2013Marcus Davis,Virginia Tech,WR,75,233,10.28,32.68,,4.56,19,39.5,120,,7.15,,#N/A,#N/A
2013,Will Davis,2013Will Davis,Utah State,CB,71.25,186,,31.48,,4.51,16,35.5,127,4.02,6.52,,93,3
2013,Everett Dawkins,2013Everett Dawkins,Florida State,DT,74.13,292,10.38,32.68,,5.06,23,30,103,4.88,7.61,,229,7
2013,Jordan Devey,2013Jordan Devey,Memphis,OT,78.63,317,9.63,32.68,,5.25,21,24,98,4.77,7.91,,#N/A,#N/A
2013,Zac Dysert,2013Zac Dysert,Miami (OH),QB,75,227,,,24,4.81,,,,,,,234,7
2013,Lavar Edwards,2013Lavar Edwards,Louisiana State,DE,76,277,10,35.48,,4.8,,33,119,4.51,7.03,,142,5
2013,Mike Edwards,2013Mike Edwards,Hawaii,CB,69,189,9.13,31.58,,4.56,14,36,124,4.18,6.94,,#N/A,#N/A
2013,Tyler Eifert,2013Tyler Eifert,Notre Dame,TE,77.5,250,9.18,33.18,23,4.68,22,35.5,119,4.32,6.92,11.52,21,1
2013,Matt Elam,2013Matt Elam,Florida,FS,69.88,208,9,32.58,19,4.5,17,35.5,118,,,,32,1
2013,Andre Ellington,2013Andre Ellington,Clemson,RB,69.25,199,9.38,31,,4.61,,34,122,,,,187,6
2013,Zach Ertz,2013Zach Ertz,Stanford,TE,77,249,9.68,31.68,26,4.76,24,30.5,111,4.47,7.08,11.92,35,2
2013,Gavin Escobar,2013Gavin Escobar,San Diego State,TE,77.88,254,9.68,33.58,28,4.84,,32,114,4.31,7.07,11.86,47,2
2013,Josh Evans,2013Josh Evans,Florida,FS,73.13,207,10,31.78,,4.58,,34.5,123,4.1,6.64,,169,6
2013,Chris Faulk,2013Chris Faulk,Louisiana State,OT,77.5,331,9.63,34.28,,5.08,25,,,,,,#N/A,#N/A
2013,Joseph Fauria,2013Joseph Fauria,UCLA,TE,79.38,259,10.78,33.68,,4.82,17,,,,,,#N/A,#N/A
2013,Eric Fisher,2013Eric Fisher,Central Michigan,OT,79.25,306,10.5,34.48,23,5.05,27,28.5,116,4.44,7.59,,1,1
2013,Sharrif Floyd,2013Sharrif Floyd,Florida,DT,74.63,297,10.13,31.68,,4.92,,30,106,4.75,7.4,,23,1
2013,D.J. Fluker,2013D.J. Fluker,Alabama,OT,76.63,339,10.5,36.68,,5.31,21,,,,,,11,1
2013,Manase Foketi,2013Manase Foketi,West Texas A&M,OT,76.75,318,10.63,34.48,,5.3,25,23.5,102,5.06,8.11,,#N/A,#N/A
2013,Michael Ford,2013Michael Ford,Louisiana State,RB,69.5,210,9.08,30.38,,4.5,25,38.5,130,4.25,6.87,11.43,#N/A,#N/A
2013,Reid Fragel,2013Reid Fragel,Ohio State,OT,79.63,308,10.63,33.08,,5.14,33,30,113,4.68,7.62,,240,7
2013,Johnathan Franklin,2013Johnathan Franklin,UCLA,RB,70,205,9.38,30,,4.49,18,31.5,115,4.31,6.89,11.33,125,4
2013,Travis Frederick,2013Travis Frederick,Wisconsin,C,75.63,312,10,33.08,,5.58,21,28.5,97,4.76,7.81,,31,1
2013,Corey Fuller,2013Corey Fuller,Virginia Tech,WR,74.25,204,9.48,33.28,,4.43,12,31.5,120,,,,171,6
2013,Matt Furstenburg,2013Matt Furstenburg,Maryland,TE,75.63,242,8.58,31.68,,4.62,18,35.5,115,4.35,7.09,11.76,#N/A,#N/A
2013,Rogers Gaines,2013Rogers Gaines,Tennessee State,OT,78.25,334,10.63,36.28,,5.24,28,23,,5.24,,,#N/A,#N/A
2013,Kwame Geathers,2013Kwame Geathers,Georgia,DT,77.38,342,9.5,35.28,,5.44,,26.5,96,5.27,8.11,,#N/A,#N/A
2013,William Gholston,2013William Gholston,Michigan State,DE,78.25,281,10.38,34.08,,4.96,23,28.5,110,4.59,7.2,,126,4
2013,Garrett Gilkey,2013Garrett Gilkey,Chadron State (NE),OG,77.88,318,10.25,32.58,,5.33,28,30,108,4.75,7.65,,227,7
2013,Mike Gillislee,2013Mike Gillislee,Florida,RB,71.13,208,9.38,31.13,,4.55,15,30.5,119,4.4,7.12,12.02,164,5
2013,Mike Glennon,2013Mike Glennon,North Carolina State,QB,79.13,225,9.58,33.13,26,4.94,,26.5,102,4.52,7.49,,73,3
2013,Tyrone Goard,2013Tyrone Goard,Eastern Kentucky,WR,75.75,205,8.68,34.08,,4.5,10,36,123,4.39,6.9,,#N/A,#N/A
2013,Zaviar Gooden,2013Zaviar Gooden,Missouri,OLB,73.5,234,10,32.28,25,4.47,27,34,131,4.18,6.71,11.28,97,3
2013,Malliciah Goodman,2013Malliciah Goodman,Clemson,DE,75.63,276,11,36.38,,4.87,26,31.5,114,,,,127,4
2013,Marquise Goodwin,2013Marquise Goodwin,Texas,WR,68.88,183,8.58,31.48,,4.27,13,,132,,,,78,3
2013,Chris Gragg,2013Chris Gragg,Arkansas,TE,74.75,244,9.08,33.58,,4.5,18,37.5,125,4.51,7.08,,222,7
2013,Ray Graham,2013Ray Graham,Pittsburgh,RB,69.13,199,9.58,30.25,,4.8,18,32.5,112,4.21,7.17,11.63,#N/A,#N/A
2013,Dwayne Gratz,2013Dwayne Gratz,Connecticut,CB,71.13,201,10.5,32.18,,4.47,22,38,125,4.15,6.7,,64,3
2013,MarQueis Gray,2013MarQueis Gray,Minnesota,TE,75.25,240,9.78,34,,4.73,15,30,111,4.3,7.25,,#N/A,#N/A
2013,Khaseem Greene,2013Khaseem Greene,Rutgers,OLB,72.75,241,9.63,32.58,,4.71,17,30,116,4.2,7.58,11.87,117,4
2013,Cory Grissom,2013Cory Grissom,South Florida,DT,73.38,306,9.25,33.28,,5.31,22,27.5,97,4.81,7.79,,#N/A,#N/A
2013,Cobi Hamilton,2013Cobi Hamilton,Arkansas,WR,73.75,212,8.68,32.48,,4.56,11,29.5,107,4.31,,,197,6
2013,Johnathan Hankins,2013Johnathan Hankins,Ohio State,DT,74.88,320,9.5,33.08,,5.31,,26,104,4.61,7.59,,49,2
2013,Chris Harper,2013Chris Harper,Kansas State,WR,72.75,229,9.68,32.68,33,4.55,20,35.5,116,4.39,6.89,,123,4
2013,D.J. Harper,2013D.J. Harper,Boise State,RB,69.13,211,10.28,31,,4.52,23,33.5,120,4.35,7.07,11.85,#N/A,#N/A
2013,Montel Harris,2013Montel Harris,Temple,RB,68.25,208,9.38,30.5,,4.68,19,32.5,113,4.18,6.95,,#N/A,#N/A
2013,Mark Harrison,2013Mark Harrison,Rutgers,WR,74.88,231,9.58,35.08,,4.46,17,38.5,129,4.33,6.99,11.72,#N/A,#N/A
2013,Tanner Hawkinson,2013Tanner Hawkinson,Kansas,OT,77.25,298,10,33.38,,5.07,,28.5,112,4.51,7.52,,156,5
2013,Terry Hawthorne,2013Terry Hawthorne,Illinois,CB,71.75,195,8.88,31.28,,4.44,13,35.5,116,,,,150,5
2013,Brandon Hepburn,2013Brandon Hepburn,Florida A&M,ILB,74.5,240,9,32.48,,4.68,21,32,124,4.55,7.4,,245,7
2013,Eric Herman,2013Eric Herman,Ohio,OG,76.13,320,10.88,32.28,,5.25,36,28,95,5.09,7.99,,225,7
2013,Aaron Hester,2013Aaron Hester,UCLA,CB,73.63,198,10.38,32.48,,4.62,,29,112,4.33,7.26,,#N/A,#N/A
2013,Jordan Hill,2013Jordan Hill,Penn State,DT,73.25,303,10.25,33.48,,5.23,28,22.5,103,4.51,7.49,,87,3
2013,Gerald Hodges,2013Gerald Hodges,Penn State,OLB,73,243,9,32.08,,4.78,22,,119,,,,120,4
2013,DeVonte Holloman,2013DeVonte Holloman,South Carolina,OLB,73.38,243,10,32.48,,4.76,15,33,113,4.26,7.3,,185,6
2013,DeAndre Hopkins,2013DeAndre Hopkins,Clemson,WR,73,214,10.08,33.38,,4.57,15,36,115,4.5,,,27,1
2013,Dustin Hopkins,2013Dustin Hopkins,Florida State,K,74,193,8.88,31.75,,4.74,,33.5,116,,,,177,6
2013,Josh Hubner,2013Josh Hubner,Arizona State,P,75.63,232,10.5,32,,5.06,13,,,,,,#N/A,#N/A
2013,Montori Hughes,2013Montori Hughes,Tennessee-Martin,DT,76,329,10.13,32.58,,5.23,22,26.5,104,4.7,7.85,,139,5
2013,Margus Hunt,2013Margus Hunt,Southern Methodist (TX),DE,80.13,277,10,33.68,,4.62,38,34.5,121,4.51,7.07,,53,2
2013,Justin Hunter,2013Justin Hunter,Tennessee,WR,76,196,9.38,33.28,12,4.44,,39.5,136,4.33,,,34,2
2013,Micah Hyde,2013Micah Hyde,Iowa,CB,71.75,197,9.38,31.48,,4.56,12,33,121,4.2,6.78,,159,5
2013,Luke Ingram,2013Luke Ingram,Hawaii,LS,77,258,9.25,32.75,,5.05,24,,106,,,,#N/A,#N/A
2013,Mark Jackson,2013Mark Jackson,Glenville State (WV),OG,77.38,328,9.63,34.28,,5.65,20,20.5,91,5.03,8.07,,#N/A,#N/A
2013,Mike James,2013Mike James,Miami (FL),RB,70.5,223,9.68,31.63,,4.53,28,35,115,4.62,,,189,6
2013,Jawan Jamison,2013Jawan Jamison,Rutgers,RB,67.38,203,8.38,29,,4.68,20,29,110,,,,228,7
2013,Stefphon Jefferson,2013Stefphon Jefferson,Nevada,RB,70.5,213,9.18,30.25,,4.68,15,31,117,4.44,6.97,11.8,#N/A,#N/A
2013,Tony Jefferson,2013Tony Jefferson,Oklahoma,FS,70.75,213,9.25,31.58,,4.75,16,,,,,,#N/A,#N/A
2013,Brandon Jenkins,2013Brandon Jenkins,Florida State,OLB,74.5,251,9.25,33.28,,4.69,18,,,,,,162,5
2013,Jelani Jenkins,2013Jelani Jenkins,Florida,OLB,72.5,243,9.38,32.28,,4.54,27,,,,,,104,4
2013,John Jenkins,2013John Jenkins,Georgia,DT,75.63,346,9.5,34.08,,5.21,30,,,,,,82,3
2013,Luke Joeckel,2013Luke Joeckel,Texas A&M,OT,78,306,10.13,34.28,28,5.3,27,28.5,106,4.68,7.4,,2,1
2013,Darius Johnson,2013Darius Johnson,Southern Methodist (TX),WR,69,179,9.18,30.28,,4.6,6,32,109,4.53,,,#N/A,#N/A
2013,Josh Johnson,2013Josh Johnson,Purdue,CB,69.38,199,,30.38,,4.65,16,35,114,4.25,6.99,11.51,#N/A,#N/A
2013,Keelan Johnson,2013Keelan Johnson,Arizona State,SS,71.63,209,9,32.48,,4.54,12,36.5,125,4.07,6.77,11.53,#N/A,#N/A
2013,Lane Johnson,2013Lane Johnson,Oklahoma,OT,78,303,10.13,35.28,28,4.72,28,34,118,4.52,7.31,,4,1
2013,Oscar Johnson,2013Oscar Johnson,Louisiana Tech,OT,77.25,331,10.25,34.28,,5.49,,22,88,5.06,8.06,,#N/A,#N/A
2013,T.J. Johnson,2013T.J. Johnson,South Carolina,C,76.25,310,9.5,33.48,,5.33,32,25.5,96,4.74,7.83,,251,7
2013,Jamaal Johnson-Webb,2013Jamaal Johnson-Webb,Alabama A&M,OG,77,313,10,35.68,,5.37,17,23,92,4.74,8.12,,#N/A,#N/A
2013,Abry Jones,2013Abry Jones,Georgia,DT,75.38,313,9.75,35.08,,5.06,30,26.5,101,,,,#N/A,#N/A
2013,Chris Jones,2013Chris Jones,Bowling Green (OH),DT,73.63,302,10.75,32.68,,5.33,30,24.5,106,4.44,7.44,,198,6
2013,Datone Jones,2013Datone Jones,UCLA,DE,75.88,283,10,32.68,,4.8,29,31.5,112,4.32,7.32,,26,1
2013,Jarvis Jones,2013Jarvis Jones,Georgia,OLB,75,241,9.13,33.08,13,4.74,,,,,,,17,1
2013,Landry Jones,2013Landry Jones,Oklahoma,QB,76.13,225,9.18,33,28,5.11,,31,115,4.3,7.12,,115,4
2013,Dion Jordan,2013Dion Jordan,Oregon,DE,78.25,248,10,33.78,,4.6,,32.5,122,4.35,7.02,,3,1
2013,Nick Kasa,2013Nick Kasa,Colorado,TE,77.88,269,9.18,32.78,,4.71,22,31.5,113,,,,172,6
2013,Brandon Kaufman,2013Brandon Kaufman,Eastern Washington,WR,77,216,9.28,32.28,,4.67,9,33.5,115,4.44,7.11,12.14,#N/A,#N/A
2013,Travis Kelce,2013Travis Kelce,Cincinnati,TE,77,257,,,22,4.63,,,,,,,63,3
2013,Tavarres King,2013Tavarres King,Georgia,WR,72.25,189,9.48,33.08,,4.47,11,36.5,123,4.33,6.91,,161,5
2013,A.J. Klein,2013A.J. Klein,Iowa State,ILB,73.25,250,10.25,32.78,,4.66,20,,113,,,,148,5
2013,Collin Klein,2013Collin Klein,Kansas State,QB,76.88,226,9.28,32,,4.78,,29,111,4.4,7.17,,#N/A,#N/A
2013,Joe Kruger,2013Joe Kruger,Utah,DE,78.25,269,10,34.38,,4.83,24,34,117,4.46,7.17,,212,7
2013,Edmond Kugbila,2013Edmond Kugbila,Valdosta State (GA),OG,76.13,317,,34.78,,5.31,23,22.2,105,4.65,7.72,,#N/A,#N/A
2013,Eddie Lacy,2013Eddie Lacy,Alabama,RB,73,220,9.48,31,17,4.55,,,,,,,61,2
2013,Marcus Lattimore,2013Marcus Lattimore,South Carolina,RB,71,219,,,18,4.65,,,,,,,131,4
2013,Alec Lemon,2013Alec Lemon,Syracuse,WR,73.25,202,8.48,31.18,,4.59,7,32,112,4.29,7.04,,#N/A,#N/A
2013,Corey Lemonier,2013Corey Lemonier,Auburn,DE,75.38,255,10.13,34.48,,4.6,27,33,119,4.4,7.14,,88,3
2013,Robert Lester,2013Robert Lester,Alabama,SS,73.25,220,9.75,32.08,,4.66,,33.5,117,,,,#N/A,#N/A
2013,Zach Line,2013Zach Line,Southern Methodist (TX),FB,72.5,232,8.68,30.75,,4.77,26,30.5,111,,,,#N/A,#N/A
2013,Bennie Logan,2013Bennie Logan,Louisiana State,DT,73.88,309,10.25,34.08,,5.08,30,25,104,4.67,7.53,,67,3
2013,P.J. Lonergan,2013P.J. Lonergan,Louisiana State,C,75.25,304,10.13,33.08,,5.38,25,,,,,,#N/A,#N/A
2013,Kyle Long,2013Kyle Long,Oregon,OT,78.13,313,11,33.38,29,4.94,,28,107,4.63,7.83,,20,1
2013,John Lotulelei,2013John Lotulelei,Nevada Las Vegas,OLB,71.38,233,10.63,32.38,,4.84,25,35.5,117,4.3,6.91,,#N/A,#N/A
2013,Star Lotulelei,2013Star Lotulelei,Utah,DT,76,320,9.75,33.58,,5.14,,,,,,,14,1
2013,Philip Lutzenkirchen,2013Philip Lutzenkirchen,Auburn,TE,75.25,258,10.28,33.28,,4.94,21,30.5,112,4.35,7.15,,#N/A,#N/A
2013,Joe Madsen,2013Joe Madsen,West Virginia,C,75.38,310,9.5,30.08,,5.2,25,25,98,4.83,7.6,,#N/A,#N/A
2013,Lamar Mady,2013Lamar Mady,Youngstown State (OH),OG,74,317,9.38,33.48,,5.48,35,23,95,4.82,8.07,,#N/A,#N/A
2013,Brandon Magee,2013Brandon Magee,Arizona State,OLB,71,223,9.13,28.68,,4.74,,,114,,,,#N/A,#N/A
2013,E.J. Manuel,2013E.J. Manuel,Florida State,QB,76.63,237,10.38,,28,4.65,,34,118,4.21,7.08,,#N/A,#N/A
2013,Stansly Maponga,2013Stansly Maponga,Texas Christian,DE,73.88,256,10,34.18,,4.78,30,,,,,,153,5
2013,Luke Marquardt,2013Luke Marquardt,Azusa Pacific (CA),OT,80.5,315,10.25,34.48,,5.34,31,,,,,,#N/A,#N/A
2013,Tyrann Mathieu,2013Tyrann Mathieu,Louisiana State,CB,68.75,186,9.38,31.18,,4.5,4,34,117,4.14,6.87,,69,3
2013,Michael Mauti,2013Michael Mauti,Penn State,OLB,73.88,243,10.5,32.48,,4.83,28,,,,,,213,7
2013,Miguel Maysonet,2013Miguel Maysonet,Stony Brook (NY),RB,69,209,8.48,29.38,,4.54,20,,,4.43,7.21,,#N/A,#N/A
2013,Onterio McCalebb,2013Onterio McCalebb,Auburn,RB,70.25,168,9.08,31,,4.34,,34,121,,,,#N/A,#N/A
2013,Demetrius McCray,2013Demetrius McCray,Appalachian State (NC),CB,72.88,187,9.25,33.78,,4.54,4,36,126,4.32,7.17,,210,7
2013,T.J. McDonald,2013T.J. McDonald,Southern California,FS,74.5,219,9.25,33.18,,4.59,19,40,131,4.2,6.89,,71,3
2013,Vance McDonald,2013Vance McDonald,Rice (TX),TE,76.13,267,10.18,34.38,30,4.69,31,33.5,119,4.53,7.08,11.73,55,2
2013,Bradley McDougald,2013Bradley McDougald,Kansas,FS,72.25,215,9.13,32.48,,4.74,19,34.5,122,4.44,7.07,,#N/A,#N/A
2013,Leon McFadden,2013Leon McFadden,San Diego State,CB,69.63,193,9,32.38,,4.54,10,34.5,119,4.27,6.81,,68,3
2013,Brandon McGee,2013Brandon McGee,Miami (FL),CB,71,193,9.13,32.08,,4.4,14,33.5,119,4.18,6.71,,149,5
2013,Aaron Mellette,2013Aaron Mellette,Elon (NC),WR,74.38,217,9.58,33.18,,4.54,9,33.5,123,4.41,7.11,,238,7
2013,Christine Michael,2013Christine Michael,Texas A&M,RB,70,220,9.38,31.5,11,4.54,27,43,125,4.02,6.69,11.56,62,2
2013,Rontez Miles,2013Rontez Miles,California (PA),FS,71.63,203,10.25,32.78,,4.62,,36.5,123,4.27,6.97,,#N/A,#N/A
2013,Stephane Milhim,2013Stephane Milhim,Massachusetts,OT,75.75,314,10.25,34.28,,5.23,,28.5,104,4.87,,,#N/A,#N/A
2013,Dee Milliner,2013Dee Milliner,Alabama,CB,71.88,201,8.75,32.08,,4.37,,36,122,4.32,6.95,,9,1
2013,Jordan Mills,2013Jordan Mills,Louisiana Tech,OT,77,316,9.75,34.08,,5.37,20,28.5,101,4.88,8.1,,163,5
2013,Barkevious Mingo,2013Barkevious Mingo,Louisiana State,OLB,76.25,241,9.63,33.68,,4.58,,37,128,4.39,6.84,,6,1
2013,Kevin Minter,2013Kevin Minter,Louisiana State,ILB,71.75,246,9.38,32.08,,4.81,25,33,119,,,,45,2
2013,T.J. Moe,2013T.J. Moe,Missouri,WR,71.5,204,9.78,30.18,,4.74,26,36,120,3.96,6.53,10.87,#N/A,#N/A
2013,Sam Montgomery,2013Sam Montgomery,Louisiana State,DE,75.25,262,9.25,33.78,24,4.81,,34.5,114,4.51,7.18,,95,3
2013,Nick Moody,2013Nick Moody,Florida State,OLB,73,236,9.63,31.48,,4.71,17,,118,,,,180,6
2013,Damontre Moore,2013Damontre Moore,Texas A&M,DE,76.5,250,10.25,34.68,18,4.95,12,35.5,122,,,,81,3
2013,Sio Moore,2013Sio Moore,Connecticut,OLB,72.75,245,10.25,33.58,,4.65,29,38,127,4.31,7.49,12.39,66,3
2013,Zeke Motta,2013Zeke Motta,Notre Dame,FS,74.25,213,9.25,31.38,,4.83,11,35.5,126,4.16,6.75,,244,7
2013,Ryan Nassib,2013Ryan Nassib,Syracuse,QB,74.13,227,10.18,32,41,5.06,,28.5,105,4.53,7.34,,110,4
2013,Alec Ogletree,2013Alec Ogletree,Georgia,OLB,74.5,242,10,33.48,16,4.7,20,33.5,122,4.39,7.16,,30,1
2013,Alex Okafor,2013Alex Okafor,Texas,DE,76.5,264,9.63,33.78,,4.78,21,,,,,,103,4
